0,92,67
1,85,70
2,86,71
3,85,70
4,86,70
5,85,71
6,85,70
7,85,70
8,85,70
9,87,69
10,86,70
11,86,69
12,86,70
13,87,69
14,87,66
15,87,67
16,87,66
17,88,63
18,88,64
19,88,67
20,89,66
21,90,66
22,90,64
23,92,64
24,90,65
25,92,64
26,92,65
27,93,63
28,94,59
29,93,61
30,94,61
31,94,60
32,94,61
33,94,62
34,94,61
35,94,61
36,96,61
37,94,62
38,95,61
39,93,61
40,93,62
41,91,63
42,90,64
43,87,63
44,85,67
45,80,66
46,78,67
47,76,68
48,73,68
49,71,70
50,69,72
51,67,72
52,65,74
53,63,74
54,62,76
55,62,76
56,62,74
57,60,75
58,63,77
59,62,78
60,63,76
61,63,76
62,65,77
63,65,77
64,65,77
65,66,75
66,66,74
67,67,75
68,67,75
69,68,75
70,69,74
71,67,73
72,68,72
73,68,70
74,69,67
75,69,65
76,70,64
77,71,61
78,71,61
79,71,60
80,76,60
81,76,59
82,78,58
83,80,56
84,86,60
85,89,59
86,93,58
87,93,54
88,98,57
89,100,59
90,104,57
91,107,58
92,110,58
93,111,55
94,112,55
95,112,55
96,112,55
97,111,55
98,110,55
99,108,60
100,105,61
101,103,62
102,102,61
103,97,64
104,95,62
105,91,63
106,88,64
107,86,64
108,84,63
109,83,62
110,81,62
111,80,61
112,78,61
113,78,59
114,78,61
115,77,60
116,76,61
117,76,59
118,77,60
119,77,60
120,77,60
121,76,60
122,76,61
123,77,62
124,76,61
125,77,60
126,76,59
127,76,57
128,75,58
129,75,58
130,76,59
131,75,58
132,75,58
133,75,60
134,75,57
135,76,56
136,75,57
137,75,58
138,77,59
139,78,59
140,79,59
141,79,59
142,80,57
143,81,58
144,81,59
145,81,57
146,81,58
147,80,56
148,82,57
149,83,57
150,82,57
151,82,56
152,82,57
153,82,56
154,82,57
155,82,59
156,82,57
157,83,58
158,82,58
159,82,58
160,81,58
161,83,61
162,83,60
163,83,60
164,83,60
165,84,60
166,84,61
167,84,62
168,85,62
169,84,60
170,85,61
171,84,63
172,84,64
173,85,63
174,86,65
175,86,65
176,86,64
177,86,66
178,86,67
179,86,66
180,87,65
181,86,64
182,87,67
183,89,65
184,88,66
185,90,68
186,91,68
187,93,70
188,93,71
189,95,72
190,98,72
191,99,75
192,102,75
193,103,73
194,104,77
195,107,78
196,107,78
197,109,81
198,111,83
199,112,83
200,115,85
201,116,84
202,118,85
203,119,84
204,119,84
205,121,82
206,122,80
207,121,78
208,121,76
209,120,74
210,117,72
211,113,68
212,108,65
213,101,64
214,96,65
215,90,62
216,85,61
217,80,61
218,75,61
219,73,60
220,68,61
221,66,60
222,64,63
223,61,62
224,60,62
225,59,62
226,60,63
227,59,63
228,60,66
229,61,66
230,64,66
231,67,69
232,70,68
233,74,70
234,76,70
235,79,73
236,82,73
237,85,72
238,87,72
239,90,73
240,91,73
241,93,73
242,94,73
243,96,73
244,93,74
245,94,75
246,95,74
247,93,72
248,94,70
249,93,69
250,90,68
251,89,69
252,87,67
253,87,68
254,85,69
255,84,67
256,85,66
