0,92,67
1,91,66
2,91,66
3,88,66
4,88,64
5,87,66
6,87,64
7,86,65
8,86,66
9,86,64
10,85,67
11,84,65
12,88,68
13,88,65
14,88,65
15,88,65
16,87,66
17,88,64
18,87,62
19,87,65
20,87,66
21,91,63
22,91,64
23,93,61
24,94,65
25,94,63
26,95,65
27,95,64
28,97,63
29,94,65
30,94,63
31,95,63
32,95,62
33,94,64
34,94,63
35,92,64
36,95,64
37,94,64
38,96,64
39,95,63
40,94,63
41,94,60
42,91,64
43,89,64
44,87,66
45,83,67
46,82,65
47,80,66
48,77,66
49,73,67
50,72,70
51,69,70
52,66,67
53,67,71
54,63,72
55,64,72
56,65,70
57,61,69
58,61,72
59,61,72
60,61,72
61,61,72
62,63,72
63,62,73
64,64,73
65,64,74
66,63,75
67,65,74
68,64,73
69,65,72
70,68,71
71,65,71
72,65,71
73,64,70
74,65,70
75,65,66
76,66,66
77,69,62
78,69,62
79,68,61
80,72,60
81,72,61
82,74,58
83,74,58
84,78,59
85,83,60
86,84,60
87,87,57
88,91,58
89,96,59
90,99,60
91,105,59
92,108,60
93,107,58
94,109,60
95,109,59
96,110,60
97,111,59
98,111,59
99,109,60
100,108,59
101,106,60
102,105,62
103,99,61
104,98,60
105,93,62
106,92,64
107,90,60
108,88,60
109,86,59
110,83,59
111,82,59
112,80,59
113,77,61
114,78,58
115,77,57
116,77,59
117,77,59
118,78,59
119,78,61
120,78,59
121,77,60
122,75,60
123,76,61
124,74,61
125,75,61
126,75,61
127,75,58
128,75,58
129,74,57
130,74,57
131,73,56
132,73,56
133,72,58
134,73,55
135,75,54
136,76,55
137,74,55
138,75,54
139,75,55
140,77,55
141,78,57
142,79,57
143,81,58
144,80,57
145,79,56
146,80,56
147,81,55
148,80,55
149,81,56
150,82,53
151,83,55
152,82,57
153,82,56
154,83,55
155,84,56
156,82,54
157,83,54
158,81,55
159,81,55
160,80,53
161,82,56
162,82,54
163,81,53
164,81,55
165,83,56
166,85,58
167,84,60
168,84,61
169,84,60
170,84,60
171,84,63
172,83,64
173,84,64
174,86,64
175,87,63
176,88,65
177,86,64
178,85,65
179,84,67
180,85,66
181,87,65
182,88,68
183,89,65
184,89,66
185,90,67
186,91,67
187,93,70
188,93,70
189,94,73
190,94,73
191,98,75
192,97,74
193,99,76
194,99,75
195,102,79
196,100,77
197,103,78
198,104,81
199,103,83
200,105,83
201,107,87
202,110,85
203,114,87
204,114,86
205,117,84
206,116,85
207,118,84
208,117,80
209,117,79
210,115,77
211,113,73
212,110,73
213,105,72
214,103,70
215,97,69
216,94,67
217,87,64
218,84,64
219,79,63
220,76,65
221,75,63
222,71,62
223,67,64
224,65,64
225,65,64
226,63,63
227,61,63
228,60,65
229,60,64
230,61,63
231,62,67
232,65,67
233,67,66
234,68,67
235,73,71
236,76,71
237,78,68
238,81,70
239,84,70
240,84,70
241,87,69
242,86,73
243,89,69
244,90,68
245,91,72
246,91,71
247,90,73
248,91,74
249,91,72
250,88,71
251,86,71
252,86,69
253,86,67
254,85,68
255,83,70
256,83,69
